user_id,profile_source,has_profile,university_name,school_tier,class_year,major_name,major_cat,mentor_booked,live_resume_used,resume_tool_used,course_previews,target_co_searches,logins,content_views,forum_posts,total_events,intent_events,intent_ratio,tenure_days,days_since_active,email_open_rate,email_click_rate,has_email_record,upgraded
U101531,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,1,2,9,16,0,28,3,0.107,200,7,0.488,0.227,1,0
U100328,resume_template_form,1,Ohio State University,semi_target,freshman,Finance,finance_econ,0,0,0,1,1,12,11,2,27,2,0.074,190,7,0.495,0.281,1,0
U101569,resume_template_form,1,Kent State University,non_target,junior,Finance,finance_econ,1,0,1,4,2,7,3,0,18,8,0.444,167,33,0.586,0.316,1,0
U101716,info_session_registration,1,Temple University,non_target,sophomore,Statistics,stem,0,0,1,2,4,11,16,3,37,7,0.189,205,0,0.507,0.23,1,0
U101732,resume_template_form,1,New York University,target,senior,History,other,0,1,0,2,2,6,15,3,29,5,0.172,203,4,0.529,0.251,1,0
U101988,self_completed_profile,1,University of Nevada,non_target,senior,History,other,1,0,1,5,3,12,23,2,47,10,0.213,208,0,0.643,0.259,1,1
U100101,resume_workshop_registration,1,University of Michigan,target,senior,Psychology,other,0,0,0,0,0,7,24,3,34,0,0.0,198,9,0.378,0.17,1,0
U101512,resume_template_form,1,University of Virginia,semi_target,freshman,History,other,0,0,1,2,2,8,21,1,35,5,0.143,206,0,0.543,0.308,1,0
U100982,self_completed_profile,1,University of Nevada,non_target,senior,Economics,finance_econ,0,1,0,0,0,11,18,1,31,1,0.032,196,4,0.422,0.159,1,0
U100453,self_completed_profile,1,Kent State University,non_target,sophomore,Mathematics,stem,1,1,1,6,3,3,5,0,20,12,0.6,201,2,0.0,0.0,0,0
U100014,resume_template_form,1,University of Pennsylvania,target,senior,History,other,0,1,0,2,4,10,12,2,31,7,0.226,208,0,0.692,0.386,1,0
U101286,email_capture,1,University of Kansas,non_target,sophomore,History,other,0,0,0,0,0,8,4,0,12,0,0.0,120,49,0.198,0.102,1,0
U101057,resume_workshop_registration,1,San Diego State,non_target,freshman,Accounting,finance_econ,0,0,1,0,1,9,8,0,19,2,0.105,193,4,0.357,0.188,1,0
U101306,resume_workshop_registration,1,UT Austin,semi_target,junior,Psychology,other,0,1,0,1,8,12,12,2,36,10,0.278,197,2,0.665,0.28,1,0
U101675,unknown,0,(not provided),unknown,unknown,(not provided),unknown,1,0,0,0,0,1,1,0,3,1,0.333,81,3,0.088,0.033,1,0
U101411,email_capture,1,Harvard University,target,sophomore,Computer Science,stem,0,0,0,1,1,5,13,0,20,2,0.1,193,6,0.419,0.233,1,0
U100523,info_session_registration,1,Temple University,non_target,sophomore,History,other,0,0,0,3,1,6,14,0,24,4,0.167,208,0,0.553,0.22,1,0
U101226,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,1,2,1,5,7,1,17,4,0.235,183,5,0.468,0.189,1,0
U100143,resume_workshop_registration,1,University of Chicago,target,junior,Finance,finance_econ,0,1,0,2,3,8,6,2,22,6,0.273,202,5,0.628,0.353,1,0
U100909,resume_workshop_registration,1,University of Kansas,non_target,junior,Computer Science,stem,1,0,1,8,6,14,20,1,51,16,0.314,205,1,0.941,0.363,1,1
U100762,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,1,0,0,4,1,0,6,1,0.167,72,83,0.184,0.069,1,0
U100318,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,2,4,12,21,1,40,6,0.15,206,2,0.727,0.434,1,0
U100302,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,1,1,1,3,1,1,8,3,0.375,147,45,0.329,0.151,1,0
U101376,resume_template_form,1,Kent State University,non_target,junior,Psychology,other,1,0,1,2,3,11,12,5,35,7,0.2,202,3,0.573,0.226,1,0
U100055,resume_template_form,1,New York University,target,junior,Economics,finance_econ,1,0,1,1,4,15,14,3,39,7,0.179,199,10,0.0,0.0,0,1
U100968,resume_template_form,1,University of Kansas,non_target,sophomore,History,other,0,0,0,0,1,11,9,0,21,1,0.048,202,5,0.421,0.223,1,0
U101519,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,1,2,5,8,7,0,23,8,0.348,192,14,0.489,0.225,1,0
U101264,resume_template_form,1,University of Michigan,target,freshman,Mathematics,stem,1,0,0,5,4,10,5,0,25,10,0.4,200,4,0.405,0.151,1,0
U100263,email_capture,1,Kent State University,non_target,senior,Psychology,other,0,0,0,1,0,5,14,0,20,1,0.05,175,30,0.603,0.353,1,0
U101281,info_session_registration,1,Temple University,non_target,junior,Accounting,finance_econ,1,0,0,0,3,10,18,2,34,4,0.118,189,7,0.65,0.321,1,0
U101379,resume_template_form,1,Cornell University,target,junior,Computer Science,stem,1,0,0,4,5,10,16,1,37,10,0.27,190,18,0.69,0.359,1,0
U100023,self_completed_profile,1,UT Austin,semi_target,junior,Economics,finance_econ,0,1,0,1,4,7,25,2,40,6,0.15,207,1,0.732,0.391,1,0
U100656,resume_template_form,1,UT Austin,semi_target,senior,Computer Science,stem,1,1,1,7,6,18,23,0,57,16,0.281,202,2,0.829,0.324,1,1
U100627,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,1,0,0,6,13,0,20,1,0.05,194,3,0.238,0.113,1,0
U100871,info_session_registration,1,Emory University,semi_target,senior,Statistics,stem,0,0,0,0,0,8,9,0,17,0,0.0,187,5,0.315,0.167,1,0
U101225,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,0,0,6,2,0,8,0,0.0,181,10,0.084,0.04,1,0
U100274,resume_workshop_registration,1,University of Virginia,semi_target,junior,Psychology,other,0,0,1,1,0,6,3,0,11,2,0.182,162,37,0.506,0.197,1,0
U101282,unknown,0,(not provided),unknown,unknown,(not provided),unknown,1,0,0,6,5,16,12,0,40,12,0.3,191,12,0.642,0.287,1,0
U101354,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,0,0,3,1,0,4,0,0.0,131,63,0.132,0.066,1,0
U101438,resume_workshop_registration,1,Arizona State University,non_target,junior,Communications,other,0,0,0,4,3,7,18,0,32,7,0.219,204,3,0.489,0.271,1,0
U101548,email_capture,1,Temple University,non_target,junior,Finance,finance_econ,0,0,0,2,6,14,13,4,39,8,0.205,205,0,0.861,0.506,1,1
U101620,email_capture,1,University of Illinois,semi_target,senior,Political Science,other,0,0,0,0,1,5,1,0,7,1,0.143,134,23,0.323,0.192,1,0
U100357,email_capture,1,University of Kansas,non_target,junior,Computer Science,stem,0,0,1,1,1,1,1,0,5,3,0.6,160,22,0.168,0.075,1,0
U100745,email_capture,1,University of Kansas,non_target,freshman,Psychology,other,0,0,0,2,2,7,9,0,20,4,0.2,197,5,0.471,0.218,1,0
U100306,resume_template_form,1,San Diego State,non_target,junior,Communications,other,0,0,0,1,1,7,13,1,23,2,0.087,199,4,0.411,0.212,1,0
U100483,email_capture,1,University of Nevada,non_target,junior,Statistics,stem,0,0,0,0,2,2,8,0,12,2,0.167,160,39,0.226,0.117,1,0
U101261,email_capture,1,Emory University,semi_target,sophomore,Psychology,other,0,1,1,10,8,11,8,2,41,20,0.488,206,2,0.714,0.326,1,0
U101274,resume_template_form,1,University of Kansas,non_target,freshman,Political Science,other,0,0,1,3,2,11,10,2,29,6,0.207,198,0,0.476,0.246,1,0
U100699,resume_template_form,1,University of Virginia,semi_target,freshman,Economics,finance_econ,0,0,1,1,0,14,13,1,30,2,0.067,202,5,0.455,0.221,1,0
U100847,resume_workshop_registration,1,University of Virginia,semi_target,senior,Psychology,other,1,1,1,2,4,7,9,1,26,9,0.346,201,0,0.467,0.202,1,0
U100111,resume_template_form,1,University of Nevada,non_target,senior,Computer Science,stem,0,1,0,2,1,4,7,0,15,4,0.267,202,6,0.36,0.21,1,0
U101554,resume_template_form,1,UT Austin,semi_target,sophomore,Accounting,finance_econ,0,0,0,1,4,9,17,0,31,5,0.161,206,0,0.546,0.3,1,1
U100198,info_session_registration,1,Arizona State University,non_target,junior,Political Science,other,0,0,0,0,0,10,9,3,22,0,0.0,204,0,0.454,0.263,1,0
U101698,info_session_registration,1,Ohio State University,semi_target,sophomore,Psychology,other,1,0,1,6,2,9,14,1,34,10,0.294,207,0,0.71,0.332,1,0
U100559,resume_workshop_registration,1,Ohio State University,semi_target,sophomore,Accounting,finance_econ,0,1,1,3,3,14,27,1,50,8,0.16,201,1,0.797,0.313,1,1
U101595,email_capture,1,UT Austin,semi_target,sophomore,Psychology,other,0,0,0,0,0,3,2,0,5,0,0.0,143,60,0.376,0.138,1,0
U101073,info_session_registration,1,University of Chicago,target,junior,History,other,1,1,1,3,9,9,18,4,46,15,0.326,207,1,0.766,0.292,1,1
U101370,resume_workshop_registration,1,Harvard University,target,junior,Communications,other,0,0,0,0,0,17,21,2,40,0,0.0,206,2,0.561,0.302,1,1
U100390,resume_template_form,1,Harvard University,target,junior,Economics,finance_econ,0,1,0,1,8,5,11,2,28,10,0.357,205,1,0.526,0.231,1,0
U101542,resume_template_form,1,Harvard University,target,junior,History,other,0,0,0,4,1,3,8,0,16,5,0.312,205,1,0.555,0.329,1,0
U101341,info_session_registration,1,Cornell University,target,sophomore,Finance,finance_econ,0,0,1,1,0,9,12,2,25,2,0.08,184,13,0.417,0.233,1,0
U101218,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,0,0,6,4,0,10,0,0.0,174,29,0.104,0.038,1,0
U100645,resume_template_form,1,Boston College,semi_target,senior,Finance,finance_econ,0,0,0,2,3,12,15,0,32,5,0.156,200,0,0.0,0.0,0,0
U101254,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,0,0,7,4,0,11,0,0.0,105,38,0.331,0.136,1,0
U100337,email_capture,1,Cornell University,target,sophomore,Communications,other,0,0,0,0,1,8,8,1,18,1,0.056,165,42,0.35,0.194,1,0
U100768,resume_workshop_registration,1,San Diego State,non_target,freshman,Communications,other,1,0,0,1,2,10,12,0,26,4,0.154,166,37,0.546,0.196,1,0
U101177,resume_template_form,1,University of Nevada,non_target,junior,History,other,0,0,0,0,0,2,6,1,9,0,0.0,145,44,0.157,0.09,1,0
U100954,email_capture,1,University of Illinois,semi_target,junior,Computer Science,stem,0,0,0,1,1,10,20,0,32,2,0.062,199,10,0.472,0.195,1,0
U101645,resume_template_form,1,University of Michigan,target,sophomore,Engineering,stem,1,0,0,3,8,4,1,0,17,12,0.706,206,0,0.411,0.207,1,1
U100084,resume_template_form,1,University of Pennsylvania,target,junior,Accounting,finance_econ,1,0,1,8,5,6,15,1,37,15,0.405,195,9,0.818,0.29,1,1
U100131,info_session_registration,1,University of Illinois,semi_target,sophomore,Finance,finance_econ,1,0,1,2,1,10,15,2,32,5,0.156,202,0,0.775,0.335,1,1
U100903,self_completed_profile,1,Ohio State University,semi_target,senior,Engineering,stem,0,0,1,0,2,5,11,1,20,3,0.15,201,4,0.491,0.177,1,0
U101543,resume_template_form,1,University of Virginia,semi_target,junior,Statistics,stem,1,1,1,2,4,11,9,0,29,9,0.31,164,33,0.595,0.309,1,1
U100341,resume_workshop_registration,1,Boston College,semi_target,junior,Statistics,stem,1,0,1,0,2,11,7,0,22,4,0.182,150,11,0.468,0.264,1,0
U100888,info_session_registration,1,Harvard University,target,freshman,Accounting,finance_econ,0,0,0,5,4,7,20,3,39,9,0.231,187,22,0.0,0.0,0,0
U101289,email_capture,1,University of Illinois,semi_target,junior,Finance,finance_econ,1,0,1,4,4,3,1,0,14,10,0.714,182,6,0.428,0.241,1,0
U101183,unknown,0,(not provided),unknown,unknown,(not provided),unknown,1,0,0,1,2,7,11,0,22,4,0.182,205,4,0.601,0.325,1,0
U101911,email_capture,1,University of Kansas,non_target,sophomore,Statistics,stem,0,0,1,4,2,8,7,0,22,7,0.318,193,0,0.709,0.303,1,0
U101483,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,0,0,7,22,1,30,0,0.0,197,10,0.319,0.151,1,0
U101619,email_capture,1,San Diego State,non_target,junior,Political Science,other,0,0,0,1,4,10,12,2,29,5,0.172,202,4,0.453,0.231,1,0
U100078,resume_template_form,1,UT Austin,semi_target,senior,Mathematics,stem,0,0,0,0,1,10,21,6,38,1,0.026,200,7,0.368,0.209,1,0
U101750,resume_template_form,1,Harvard University,target,sophomore,Finance,finance_econ,0,0,0,0,0,5,8,1,14,0,0.0,187,19,0.399,0.182,1,0
U100004,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,1,0,0,8,10,1,20,1,0.05,193,14,0.386,0.136,1,0
U100062,resume_workshop_registration,1,Kent State University,non_target,junior,Computer Science,stem,0,0,0,0,1,8,23,2,34,1,0.029,201,3,0.599,0.304,1,0
U101235,resume_template_form,1,Kent State University,non_target,senior,Engineering,stem,0,0,1,3,3,2,3,0,12,7,0.583,197,5,0.383,0.143,1,0
U100219,resume_template_form,1,University of Pennsylvania,target,freshman,Political Science,other,0,0,0,0,0,3,6,0,9,0,0.0,159,16,0.165,0.062,1,0
U100837,info_session_registration,1,Cornell University,target,junior,Mathematics,stem,0,0,0,1,4,16,17,3,41,5,0.122,181,20,0.596,0.325,1,0
U100307,resume_template_form,1,San Diego State,non_target,junior,Economics,finance_econ,1,1,1,7,10,5,16,1,42,20,0.476,195,13,0.758,0.27,1,0
U100870,self_completed_profile,1,University of Michigan,target,sophomore,Psychology,other,1,1,0,2,2,16,22,2,46,6,0.13,191,10,0.619,0.261,1,0
U100301,info_session_registration,1,UT Austin,semi_target,sophomore,Accounting,finance_econ,1,0,1,2,0,8,29,5,46,4,0.087,203,1,0.723,0.361,1,0
U101071,info_session_registration,1,Kent State University,non_target,senior,Computer Science,stem,1,1,1,3,6,7,10,0,29,12,0.414,208,0,0.791,0.305,1,0
U100797,info_session_registration,1,University of Virginia,semi_target,sophomore,Computer Science,stem,0,0,0,0,0,15,19,0,34,0,0.0,199,3,0.489,0.251,1,1
U101733,resume_template_form,1,New York University,target,sophomore,Statistics,stem,1,1,0,3,4,8,11,0,28,9,0.321,201,5,0.634,0.343,1,0
U101930,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,2,3,1,1,0,7,5,0.714,159,22,0.431,0.231,1,0
U101095,info_session_registration,1,Harvard University,target,junior,Computer Science,stem,0,1,1,9,14,9,17,2,53,25,0.472,207,0,0.887,0.508,1,1
U101801,resume_workshop_registration,1,University of Nevada,non_target,senior,Finance,finance_econ,1,0,1,3,9,8,16,2,40,14,0.35,202,6,0.658,0.257,1,0
U100692,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,1,1,0,10,11,0,23,2,0.087,199,6,0.434,0.19,1,0
U101433,resume_template_form,1,Temple University,non_target,senior,Engineering,stem,0,0,0,2,4,14,7,0,27,6,0.222,200,8,0.428,0.182,1,0
U101918,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,0,0,12,14,1,27,0,0.0,208,0,0.311,0.182,1,0
U100582,self_completed_profile,1,San Diego State,non_target,senior,Political Science,other,0,0,0,0,0,4,9,0,13,0,0.0,197,3,0.458,0.195,1,0
U100733,unknown,0,(not provided),unknown,unknown,(not provided),unknown,1,0,0,2,5,10,16,5,39,8,0.205,199,5,0.678,0.305,1,0
U100951,info_session_registration,1,University of Michigan,target,senior,Accounting,finance_econ,0,1,1,2,3,8,9,1,25,7,0.28,193,11,0.566,0.264,1,0
U101822,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,1,2,11,8,1,23,3,0.13,180,2,0.381,0.163,1,0
U100916,self_completed_profile,1,University of Illinois,semi_target,sophomore,History,other,1,0,0,2,2,9,9,1,24,5,0.208,187,10,0.699,0.282,1,1
U101405,resume_workshop_registration,1,San Diego State,non_target,senior,Computer Science,stem,0,0,0,1,0,19,22,1,43,1,0.023,207,1,0.375,0.17,1,0
U101872,email_capture,1,Kent State University,non_target,sophomore,Mathematics,stem,1,0,0,5,4,7,10,0,27,10,0.37,196,6,0.548,0.221,1,1
U100904,self_completed_profile,1,University of Chicago,target,junior,Finance,finance_econ,0,0,1,1,2,8,17,1,30,4,0.133,199,1,0.414,0.199,1,0
U100387,resume_template_form,1,University of Chicago,target,sophomore,History,other,0,0,1,0,0,9,15,0,25,1,0.04,207,0,0.403,0.217,1,0
U100817,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,0,0,2,1,0,3,0,0.0,63,3,0.147,0.052,1,0
U100774,resume_template_form,1,Arizona State University,non_target,sophomore,Finance,finance_econ,0,0,1,2,1,12,22,2,40,4,0.1,198,0,0.441,0.174,1,0
U100816,resume_template_form,1,Kent State University,non_target,sophomore,Accounting,finance_econ,0,0,0,0,0,8,6,0,14,0,0.0,169,31,0.232,0.094,1,0
U100421,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,2,1,12,11,4,30,3,0.1,204,3,0.581,0.227,1,0
U101087,info_session_registration,1,University of Pennsylvania,target,sophomore,Accounting,finance_econ,1,0,0,4,7,10,19,1,42,12,0.286,190,18,0.879,0.516,1,1
U100958,resume_template_form,1,University of Michigan,target,sophomore,Economics,finance_econ,1,1,0,3,7,8,5,1,26,12,0.462,194,4,0.447,0.196,1,1
U100667,resume_template_form,1,University of Kansas,non_target,junior,History,other,0,0,0,0,0,10,21,1,32,0,0.0,201,3,0.0,0.0,0,0
U100919,email_capture,1,Ohio State University,semi_target,junior,Engineering,stem,1,0,0,6,5,12,17,5,46,12,0.261,205,3,0.891,0.487,1,0
U101058,info_session_registration,1,University of Illinois,semi_target,senior,Economics,finance_econ,0,0,0,2,2,14,19,2,39,4,0.103,185,20,0.567,0.257,1,0
U101120,resume_template_form,1,University of Virginia,semi_target,senior,Communications,other,0,1,0,2,1,6,5,0,15,4,0.267,188,18,0.351,0.196,1,0
U101388,self_completed_profile,1,Cornell University,target,junior,Economics,finance_econ,0,1,0,2,7,17,14,3,44,10,0.227,199,8,0.838,0.345,1,0
U100108,info_session_registration,1,Ohio State University,semi_target,junior,Economics,finance_econ,1,0,0,0,0,10,10,0,21,1,0.048,197,1,0.403,0.224,1,0
U101849,self_completed_profile,1,UT Austin,semi_target,junior,History,other,0,1,1,4,7,10,19,2,44,13,0.295,203,3,0.822,0.337,1,1
U100037,self_completed_profile,1,Emory University,semi_target,senior,History,other,0,0,1,3,3,2,1,0,10,7,0.7,193,3,0.414,0.215,1,0
U101324,unknown,0,(not provided),unknown,unknown,(not provided),unknown,1,0,1,5,14,3,6,0,30,21,0.7,195,1,0.674,0.396,1,0
U101122,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,0,0,11,15,0,26,0,0.0,189,4,0.419,0.191,1,0
U101181,resume_workshop_registration,1,University of Virginia,semi_target,junior,Statistics,stem,1,0,1,1,3,12,18,2,38,6,0.158,203,6,0.763,0.338,1,0
U101098,self_completed_profile,1,University of Chicago,target,senior,Finance,finance_econ,1,0,0,0,1,5,7,0,14,2,0.143,206,2,0.441,0.177,1,0
U100878,self_completed_profile,1,New York University,target,junior,History,other,0,0,0,5,4,12,14,0,35,9,0.257,208,1,0.495,0.277,1,0
U101718,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,2,2,12,21,1,38,4,0.105,197,2,0.541,0.319,1,0
U100011,resume_template_form,1,University of Michigan,target,sophomore,Communications,other,0,0,0,0,0,1,1,0,2,0,0.0,197,2,0.378,0.223,1,0
U101958,resume_template_form,1,Kent State University,non_target,sophomore,Engineering,stem,1,0,1,3,4,5,17,3,34,9,0.265,200,5,0.0,0.0,0,0
U101734,resume_workshop_registration,1,University of Pennsylvania,target,sophomore,Communications,other,0,0,1,1,4,6,12,1,25,6,0.24,201,4,0.43,0.253,1,0
U100330,email_capture,1,UT Austin,semi_target,freshman,Communications,other,0,0,1,2,3,9,22,0,37,6,0.162,206,1,0.621,0.283,1,0
U101973,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,1,0,0,11,13,1,26,1,0.038,190,4,0.422,0.221,1,0
U100914,resume_template_form,1,University of Kansas,non_target,junior,Economics,finance_econ,0,0,1,2,2,1,6,1,13,5,0.385,199,7,0.271,0.145,1,0
U100703,resume_template_form,1,Harvard University,target,senior,Mathematics,stem,0,0,0,0,0,5,9,0,14,0,0.0,186,12,0.533,0.257,1,0
U100305,resume_template_form,1,Emory University,semi_target,senior,Computer Science,stem,0,0,0,3,4,5,10,0,22,7,0.318,201,6,0.402,0.206,1,0
U101250,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,0,0,3,6,1,10,0,0.0,198,0,0.289,0.157,1,0
U101976,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,1,0,3,11,0,15,1,0.067,185,10,0.29,0.171,1,0
U101599,email_capture,1,San Diego State,non_target,senior,Finance,finance_econ,1,1,0,1,1,6,9,0,19,4,0.211,192,13,0.451,0.222,1,0
U101192,info_session_registration,1,University of Michigan,target,senior,Mathematics,stem,1,0,1,3,3,5,4,0,17,8,0.471,179,19,0.474,0.247,1,1
U101791,info_session_registration,1,Harvard University,target,junior,History,other,1,0,1,4,8,9,22,3,48,14,0.292,204,2,0.836,0.372,1,1
U100809,resume_template_form,1,Boston College,semi_target,senior,Finance,finance_econ,1,0,1,6,4,5,9,0,26,12,0.462,199,0,0.603,0.235,1,0
U100653,email_capture,1,Ohio State University,semi_target,junior,Mathematics,stem,0,0,1,2,3,11,12,0,29,6,0.207,190,3,0.599,0.344,1,0
U101257,unknown,0,(not provided),unknown,unknown,(not provided),unknown,1,0,1,1,1,3,5,0,12,4,0.333,183,11,0.388,0.172,1,0
U101038,info_session_registration,1,UT Austin,semi_target,freshman,Finance,finance_econ,1,0,0,3,4,8,11,0,27,8,0.296,201,5,0.691,0.32,1,0
U101212,info_session_registration,1,Kent State University,non_target,sophomore,Mathematics,stem,1,0,0,4,1,7,10,2,25,6,0.24,188,0,0.47,0.251,1,0
U100652,info_session_registration,1,University of Illinois,semi_target,senior,Accounting,finance_econ,1,1,1,2,2,13,12,2,34,7,0.206,205,1,0.759,0.3,1,0
U100436,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,1,4,3,5,0,13,5,0.385,173,7,0.428,0.155,1,0
U101719,resume_template_form,1,Boston College,semi_target,senior,Accounting,finance_econ,0,0,1,0,1,3,5,0,10,2,0.2,191,0,0.463,0.265,1,0
U101497,self_completed_profile,1,Emory University,semi_target,freshman,History,other,0,0,0,1,3,11,11,1,27,4,0.148,187,19,0.594,0.316,1,0
U100884,resume_workshop_registration,1,Boston College,semi_target,junior,Finance,finance_econ,0,1,1,2,3,8,14,0,29,7,0.241,201,0,0.62,0.281,1,1
U101302,email_capture,1,New York University,target,sophomore,History,other,0,0,0,0,0,5,18,4,27,0,0.0,204,0,0.214,0.087,1,0
U100416,self_completed_profile,1,Kent State University,non_target,senior,Mathematics,stem,0,0,1,2,3,5,4,0,15,6,0.4,178,13,0.314,0.169,1,0
U101032,email_capture,1,Temple University,non_target,senior,Political Science,other,0,1,0,2,2,8,18,4,35,5,0.143,202,7,0.515,0.273,1,0
U100778,resume_template_form,1,New York University,target,junior,Engineering,stem,0,0,1,2,4,11,8,2,28,7,0.25,195,0,0.667,0.264,1,1
U101562,resume_template_form,1,Harvard University,target,freshman,Finance,finance_econ,0,1,1,2,4,11,16,2,37,8,0.216,209,0,0.63,0.331,1,1
U100407,resume_template_form,1,San Diego State,non_target,sophomore,Finance,finance_econ,1,0,0,0,0,6,5,0,12,1,0.083,163,2,0.454,0.164,1,0
U100587,email_capture,1,University of Kansas,non_target,freshman,Accounting,finance_econ,0,0,0,0,0,2,4,0,6,0,0.0,203,1,0.221,0.126,1,0
U100796,email_capture,1,UT Austin,semi_target,junior,Psychology,other,0,0,0,0,0,6,10,1,17,0,0.0,184,15,0.334,0.166,1,0
U101590,resume_workshop_registration,1,University of Illinois,semi_target,sophomore,Engineering,stem,1,1,0,0,0,5,11,1,19,2,0.105,178,11,0.325,0.173,1,0
U101016,info_session_registration,1,University of Kansas,non_target,junior,History,other,1,1,0,2,3,7,2,1,17,7,0.412,204,0,0.4,0.221,1,0
U101216,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,1,4,12,13,0,30,5,0.167,195,9,0.419,0.246,1,0
U100149,resume_template_form,1,University of Virginia,semi_target,junior,Statistics,stem,0,0,1,2,4,6,10,1,24,7,0.292,204,3,0.275,0.157,1,0
U101414,resume_workshop_registration,1,UT Austin,semi_target,senior,Mathematics,stem,1,1,0,4,6,11,20,2,45,12,0.267,192,2,0.72,0.34,1,0
U101649,unknown,0,(not provided),unknown,unknown,(not provided),unknown,1,1,1,2,5,5,1,0,16,10,0.625,158,31,0.326,0.123,1,1
U101295,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,3,4,1,1,0,9,7,0.778,124,72,0.413,0.222,1,0
U100887,info_session_registration,1,University of Pennsylvania,target,sophomore,Computer Science,stem,0,0,1,7,6,8,13,0,35,14,0.4,206,0,0.708,0.377,1,0
U101687,resume_workshop_registration,1,University of Michigan,target,junior,Political Science,other,1,0,0,1,2,9,15,1,29,4,0.138,205,1,0.521,0.237,1,1
U100240,resume_workshop_registration,1,Boston College,semi_target,junior,Communications,other,0,0,0,2,2,4,6,0,14,4,0.286,188,2,0.444,0.231,1,0
U100045,info_session_registration,1,University of Pennsylvania,target,junior,Psychology,other,0,0,0,0,4,16,24,5,49,4,0.082,199,7,0.603,0.323,1,0
U101434,resume_workshop_registration,1,University of Michigan,target,freshman,Statistics,stem,0,0,1,0,0,6,5,0,12,1,0.083,198,0,0.453,0.2,1,0
U101368,resume_template_form,1,Cornell University,target,freshman,History,other,0,0,1,0,3,11,19,1,35,4,0.114,201,5,0.439,0.171,1,0
U100137,info_session_registration,1,San Diego State,non_target,freshman,Communications,other,0,0,0,3,8,10,7,1,29,11,0.379,198,2,0.626,0.256,1,0
U101290,resume_workshop_registration,1,Temple University,non_target,senior,Economics,finance_econ,0,0,0,1,0,4,4,0,9,1,0.111,142,9,0.397,0.219,1,1
U101059,self_completed_profile,1,University of Chicago,target,freshman,Communications,other,0,0,0,0,0,3,5,0,8,0,0.0,175,2,0.248,0.132,1,0
U101189,resume_template_form,1,Ohio State University,semi_target,sophomore,Computer Science,stem,0,1,0,2,6,7,14,2,32,9,0.281,207,0,0.86,0.375,1,0
U101950,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,0,0,13,21,1,35,0,0.0,199,9,0.451,0.17,1,0
U101682,info_session_registration,1,University of Illinois,semi_target,junior,Communications,other,0,0,0,0,0,7,17,1,25,0,0.0,198,5,0.507,0.198,1,0
U101672,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,0,1,1,1,0,3,1,0.333,89,64,0.248,0.127,1,0
U101966,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,1,1,2,7,8,0,19,4,0.211,203,5,0.403,0.235,1,0
U100381,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,1,1,3,8,12,0,25,5,0.2,205,1,0.537,0.227,1,0
U100205,resume_template_form,1,Cornell University,target,junior,Communications,other,0,1,0,3,3,9,4,0,20,7,0.35,201,6,0.51,0.228,1,0
U101735,self_completed_profile,1,San Diego State,non_target,freshman,Accounting,finance_econ,0,1,1,1,0,2,9,1,15,3,0.2,194,1,0.323,0.166,1,0
U100638,resume_workshop_registration,1,University of Illinois,semi_target,sophomore,Economics,finance_econ,1,1,1,4,5,9,21,1,43,12,0.279,205,2,0.771,0.452,1,1
U100448,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,5,10,9,3,0,27,15,0.556,194,13,0.563,0.265,1,0
U100510,resume_template_form,1,University of Virginia,semi_target,senior,Communications,other,0,0,0,0,2,13,20,2,37,2,0.054,200,5,0.596,0.289,1,0
